"Tenure","Date","Date of Birth","Education","Employee ID","Employee Name","Event Type","Gender","isUnique","Job Family","Job Level","Monthly Compensation","Notes","Region"
0,"2015-04-25 00:00:00","1980-06-21 00:00:00","MS","pwUNVZq2Neak6kMSF5RAMm","Stephen Vasquez","HIRED","Male","False","Engineering","Senior",3003.25,"","APAC"
0,"2015-05-09 00:00:00","1982-09-05 00:00:00","BS","3YzkjzQ8KwNMGWj2eQgxpP","Laura Kliebert","HIRED","Female","False","Acct Mgmt","Senior",3509.93,"","APAC"
0,"2015-05-09 00:00:00","1987-09-12 00:00:00","PHD","fco2KfsuS65EHF2TmDLaEm","Tammy Bailey","HIRED","Female","False","Product Management","Entry",2904.16,"","APAC"
0,"2015-05-12 00:00:00","1982-01-21 00:00:00","BS","hij3f2L9cExzG2Bd7cnH7E","Brittany Rogers","HIRED","Female","False","Acct Mgmt","Senior",3669.87,"","APAC"
0,"2015-05-24 00:00:00","1984-04-03 00:00:00","PHD","yi9DawwbFtQ4MSPwXARJiX","Joseph Windus","HIRED","Male","False","Acct Mgmt","Senior",3610.06,"","APAC"
0,"2015-06-18 00:00:00","1976-05-24 00:00:00","BS","3euX8LVkRX2j9GiJCmbYvM","Jeremy Chamberlain","HIRED","Male","False","R&D","Senior",4853.07,"","APAC"
0,"2015-06-19 00:00:00","1976-07-26 00:00:00","BS","FkdsweX7GNhP4Lfy466VUN","Antione Fields","HIRED","Male","False","Acct Mgmt","Senior",3481.91,"","APAC"
0,"2015-06-20 00:00:00","1987-05-16 00:00:00","BS","c39LGmvf5NBtacnzgYZqoY","Gene Tsasie","HIRED","Male","False","R&D","Manager",5306.41,"","APAC"
0,"2015-06-23 00:00:00","1978-09-03 00:00:00","MS","9pUypAnjWVyHtCRXUBVYTQ","Mary Burch","HIRED","Female","False","Product Management","Entry",2821.54,"","APAC"
0,"2015-06-28 00:00:00","1976-03-09 00:00:00","BS","WzMP66EPQaCT5VDza2DDS3","Sue Black","HIRED","Female","False","Support","Entry",2721.05,"","APAC"
0,"2015-06-28 00:00:00","1979-07-06 00:00:00","MS","beWcqNT9F3Dk8XNLsS4Uq7","Charles Cano","HIRED","Male","False","R&D","Entry",4194.02,"","APAC"
0,"2015-07-02 00:00:00","1977-10-09 00:00:00","BS","JL2VaBemRjZWYmjaFZz8Vo","Esther Rockman","HIRED","Female","False","Acct Mgmt","Senior",3706.92,"","APAC"
0,"2015-07-03 00:00:00","1978-03-26 00:00:00","BS","PDytK9RdGg4QiX8FauPCNg","Sandra Layman","HIRED","Female","False","R&D","Manager",5490.03,"","APAC"
0,"2015-07-04 00:00:00","1979-02-06 00:00:00","PHD","sCfNwW8zsoZ7TxJMFkZUMJ","Shirley Stephens","HIRED","Female","False","R&D","Entry",4209.65,"","APAC"
0,"2015-07-12 00:00:00","1984-03-25 00:00:00","PHD","tKxLuadwST3XjutQPbMDSY","David Souza","HIRED","Male","False","R&D","Manager",5417.78,"","APAC"
0,"2015-07-20 00:00:00","1978-08-04 00:00:00","PHD","BamFutgAkJmC69RthvSCM4","Mark Clark","HIRED","Male","False","R&D","Entry",4134.58,"","APAC"
